,REGION,CROP,TOTAL RAINFALL(MM),AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
1749,5,5,1359,415.0,4.25,1763.75
1750,5,5,1359,2450.0,7.25,17762.5
1751,5,4,1359,5840.0,9.0,52560.0
1752,5,4,1359,2980.0,9.05,26969.0
1753,5,4,1359,1260.0,9.3,11718.0
1754,5,4,1359,1655.0,6.0,9930.0
1755,5,4,1359,1105.0,5.0,5525.0
1756,5,4,1359,420.0,8.5,3570.0
1757,5,4,1359,300.0,3.9,1170.0
1758,5,4,1359,490.0,5.8,2842.0
1759,5,4,1359,510.0,11.0,5610.0
1760,5,4,1359,80.0,13.6,1088.0
1761,5,4,1359,55.0,7.3,401.5
1762,5,4,1359,130.0,7.5,975.0
1763,5,4,1359,2700.0,12.0,32400.0
1764,2,5,1477,4200.0,9.5,39900.0
1765,2,5,1477,3900.0,7.0,27300.0
1766,2,5,1477,600.0,8.25,4950.0
1767,2,5,1477,300.0,4.0,1200.0
1768,2,5,1477,330.0,8.0,2640.0
1769,2,5,1477,270.27,7.4,2000.0
1770,2,5,1477,800.0,5.4,4320.0
1771,2,5,1477,2400.0,8.5,20400.0
1772,2,5,1477,4130.0,8.0,33040.0
1773,2,5,1477,2700.0,8.9,24030.0
1774,2,5,1477,2300.0,8.4,19320.0
1775,2,5,1477,590.0,7.1,4189.0
1776,2,5,1477,1100.0,7.8,8580.0
1777,2,5,1477,7000.0,8.23,57610.0
1778,2,5,1477,50.0,4.0,200.0
1779,2,5,1477,40.0,5.0,200.0
1780,2,5,1477,130.0,7.0,910.0
1781,2,4,1477,8600.0,11.0,94600.0
1782,2,4,1477,9800.0,10.5,102900.0
1783,2,4,1477,7600.0,8.9,67640.0
1784,2,4,1477,1800.0,9.4,16920.0
1785,2,4,1477,1100.0,9.8,10780.0
1786,2,4,1477,850.0,10.6,9010.0
1787,2,4,1477,600.0,9.6,5760.0
1788,2,4,1477,5050.0,10.6,53530.0
1789,2,4,1477,8800.0,10.0,88000.0
1790,2,4,1477,5900.0,9.8,57820.0
1791,2,4,1477,9600.0,8.8,84480.0
1792,2,4,1477,2550.0,11.2,28560.0
1793,2,4,1477,6900.0,9.0,62100.0
1794,2,4,1477,13600.0,10.5,142800.0
1795,2,4,1477,150.0,7.0,1050.0
1796,2,4,1477,900.0,8.5,7650.0
1797,2,4,1477,600.0,9.8,5880.0
1798,2,7,1477,8216.0,1.2,9859.2
1799,2,6,1477,60.0,0.0,0.0
1800,2,6,1477,30.0,0.0,0.0
1801,2,6,1477,10.0,0.0,0.0
1802,2,6,1477,550.0,0.0,0.0
1803,2,6,1477,1170.0,1.2,1404.0
1804,2,6,1477,110.0,0.0,0.0
1805,4,5,1009,100.0,5.46,546.0
1806,4,5,1009,120.0,4.55,546.0
1807,4,5,1009,210.0,3.17,665.7
1808,4,5,1009,2060.0,9.77,20126.2
1809,4,5,1009,2190.0,7.9,17301.0
1810,4,5,1009,840.0,5.0,4200.0
1811,4,5,1009,70.0,3.11,217.7
1812,4,5,1009,100.0,3.92,392.0
1813,4,5,1009,450.0,3.54,1593.0
1814,4,5,1009,20.0,4.54,90.8
1815,4,4,1009,200.0,5.7,1140.0
1816,4,4,1009,170.0,6.6,1122.0
1817,4,4,1009,650.0,5.5,3575.0
1818,4,4,1009,3360.0,8.8,29568.0
1819,4,4,1009,2450.0,7.6,18620.0
1820,4,4,1009,510.0,6.81,3473.1
1821,4,4,1009,130.0,5.65,734.5
1822,4,4,1009,210.0,6.1,1281.0
1823,4,4,1009,280.0,10.3,2884.0
1824,4,4,1009,20.0,5.2,104.0
1825,4,8,1009,600.0,1.1,660.0
1826,4,8,1009,2510.0,1.12,2811.2
1827,4,8,1009,1230.0,1.12,1377.6
1828,4,6,1009,60.0,1.45,87.0
1829,4,6,1009,660.0,2.0,1320.0
1830,4,6,1009,1200.0,1.02,1224.0
1831,0,5,1397,2800.0,5.8,16240.0
1832,0,5,1397,1430.0,7.83,11196.9
1833,0,5,1397,1500.0,8.0,12000.0
1834,0,5,1397,30.0,5.0,150.0
1835,0,5,1397,2100.0,7.0,14700.0
1836,0,5,1397,3260.0,7.0,22820.0
1837,0,5,1397,3300.0,7.0,23100.0
1838,0,5,1397,6500.0,7.0,45500.0
1839,0,5,1397,9500.0,6.5,61750.0
1840,0,5,1397,6300.0,6.0,37800.0
1841,0,5,1397,5500.0,5.5,30250.0
1842,0,5,1397,2450.0,6.8,16660.0
1843,0,5,1397,1050.0,7.0,7350.0
1844,0,5,1397,2900.0,6.8,19720.0
1845,0,5,1397,1500.0,6.3,9450.0
1846,0,5,1397,1100.0,5.8,6380.0
1847,0,5,1397,450.0,6.5,2925.0
1848,0,5,1397,2400.0,6.82,16368.0
1849,0,5,1397,1200.0,7.53,9036.0
1850,0,5,1397,8500.0,5.0,42500.0
1851,0,5,1397,10.0,4.0,40.0
1852,0,4,1397,6650.0,9.8,65170.0
1853,0,4,1397,4400.0,8.6,37840.0
1854,0,4,1397,3150.0,9.5,29925.0
1855,0,4,1397,810.0,8.5,6885.0
1856,0,4,1397,4000.0,10.5,42000.0
1857,0,4,1397,3500.0,11.6,40600.0
1858,0,4,1397,4500.0,8.5,38250.0
1859,0,4,1397,7100.0,10.5,74550.0
1860,0,4,1397,7500.0,9.5,71250.0
1861,0,4,1397,8000.0,9.5,76000.0
1862,0,4,1397,4500.0,9.5,42750.0
1863,0,4,1397,3400.0,9.5,32300.0
1864,0,4,1397,3100.0,9.6,29760.0
1865,0,4,1397,2000.0,10.2,20400.0
1866,0,4,1397,6000.0,10.2,61200.0
1867,0,4,1397,4200.0,10.0,42000.0
1868,0,4,1397,900.0,8.5,7650.0
1869,0,4,1397,2800.0,10.5,29400.0
1870,0,4,1397,8206.01,10.0,82060.06
1871,0,4,1397,7486.5,11.5,86094.75
1872,0,4,1397,950.0,9.4,8930.0
1873,0,7,1397,4420.0,1.45,6409.0
1874,0,7,1397,580.0,1.4,812.0
1875,0,7,1397,650.0,1.3,845.0
1876,0,7,1397,60.0,1.2,72.0
1877,0,7,1397,480.0,1.3,624.0
1878,0,6,1397,6000.0,0.64,3840.0
1879,0,6,1397,900.0,0.0,0.0
1880,0,6,1397,700.0,0.8,560.0
1881,0,6,1397,80.0,0.0,0.0
1882,0,6,1397,80.0,1.09,87.2
1883,0,6,1397,20.0,0.0,0.0
1884,0,6,1397,70.0,0.6,42.0
1885,0,6,1397,210.0,0.7,147.0
1886,0,6,1397,63.38,0.8,50.7
1887,1,8,1251,100.0,1.1,110.0
1888,1,8,1251,150.0,1.0,150.0
1889,1,8,1251,150.0,1.1,165.0
1890,1,5,1251,1850.0,5.0,9250.0
1891,1,5,1251,12620.0,7.08,89349.6
1892,1,5,1251,2060.0,4.3,8858.0
1893,1,5,1251,4110.0,5.99,24618.9
1894,1,5,1251,4610.0,7.0,32270.0
1895,1,5,1251,1910.0,7.02,13408.2
1896,1,5,1251,2380.0,6.5,15470.0
1897,1,5,1251,660.0,4.43,2923.8
1898,1,5,1251,2710.0,6.14,16639.4
1899,1,5,1251,3680.0,7.7,28336.0
1900,1,5,1251,8640.0,7.6,65664.0
1901,1,5,1251,960.0,7.05,6768.0
1902,1,5,1251,2500.0,7.01,17525.0
1903,1,5,1251,230.0,5.64,1297.2
1904,1,5,1251,370.0,5.51,2038.7
1905,1,4,1251,4350.0,11.29,49111.5
1906,1,4,1251,18160.0,17.69,321250.4
1907,1,4,1251,960.0,8.02,7699.2
1908,1,4,1251,3550.0,10.0,35500.0
1909,1,4,1251,2890.0,9.61,27772.9
1910,1,4,1251,3840.0,11.85,45504.0
1911,1,4,1251,4100.0,11.32,46412.0
1912,1,4,1251,530.0,6.87,3641.1
1913,1,4,1251,7960.0,10.08,80236.8
1914,1,4,1251,8360.0,18.1,151316.0
1915,1,4,1251,10290.0,19.27,198288.3
1916,1,4,1251,610.0,7.93,4837.3
1917,1,4,1251,1010.0,8.0,8080.0
1918,1,4,1251,40.0,7.05,282.0
1919,1,4,1251,50.0,7.5,375.0
1920,1,4,1251,10.0,0.0,0.0
1921,1,4,1251,50.0,0.0,0.0
1922,1,7,1251,760.0,0.8,608.0
1923,1,7,1251,2860.0,1.2,3432.0
1924,1,7,1251,1910.0,1.2,2292.0
1925,1,7,1251,580.0,0.9,522.0
1926,1,7,1251,1800.0,1.3,2340.0
1927,1,7,1251,1420.0,1.5,2130.0
1928,1,7,1251,1500.0,1.4,2100.0
1929,1,7,1251,590.0,1.2,708.0
1930,1,6,1251,2210.0,0.7,1547.0
1931,1,6,1251,2810.0,0.9,2529.0
1932,1,6,1251,820.0,1.1,902.0
1933,1,6,1251,910.0,1.25,1137.5
1934,1,6,1251,490.0,1.3,637.0
1935,1,6,1251,450.0,1.2,540.0
1936,6,9,630,7180.0,0.5,3590.0
1937,6,9,630,6800.0,0.9,6120.0
1938,6,9,630,6930.0,1.2,8316.0
1939,6,9,630,12800.0,1.4,17920.0
1940,6,9,630,4560.0,1.9,8664.0
1941,6,9,630,4850.0,1.0,4850.0
1942,6,9,630,12930.0,0.6,7758.0
1943,6,9,630,9540.0,0.95,9063.0
1944,6,8,630,7100.0,1.0,7100.0
1945,6,8,630,5080.0,1.0,5080.0
1946,6,8,630,7940.0,1.2,9528.0
1947,6,8,630,43440.0,1.1,47784.0
1948,6,8,630,1110.0,1.6,1776.0
1949,6,8,630,10910.0,0.95,10364.5
1950,6,8,630,18140.0,0.7,12698.0
1951,6,8,630,23560.0,1.1,25916.0
1952,6,7,630,18300.0,1.6,29280.0
1953,6,7,630,12010.0,1.25,15012.5
1954,6,7,630,14730.0,1.4,20622.0
1955,6,7,630,15180.0,1.6,24288.0
1956,6,7,630,10510.0,1.5,15765.0
1957,6,7,630,7540.0,1.9,14326.0
1958,6,7,630,20560.0,1.5,30840.0
1959,6,7,630,28660.0,1.2,34392.0
1960,6,6,630,3840.0,0.9,3456.0
1961,6,6,630,4410.0,0.83,3660.3
1962,6,6,630,3580.0,1.2,4296.0
1963,6,6,630,3900.0,1.1,4290.0
1964,6,6,630,8640.0,1.0,8640.0
1965,6,6,630,9250.0,1.0,9250.0
1966,6,6,630,11390.0,1.05,11959.5
1967,6,6,630,19710.0,1.1,21681.0
1968,7,9,984,9250.0,1.3,12025.0
1969,7,9,984,11020.0,1.1,12122.0
1970,7,9,984,5800.0,0.9,5220.0
1971,7,9,984,11800.0,1.2,14160.0
1972,7,9,984,10150.0,1.26,12789.0
1973,7,9,984,2700.0,0.9,2430.0
1974,7,9,984,6000.0,0.49,2940.0
1975,7,9,984,4000.0,0.6,2400.0
1976,7,8,984,11720.0,1.4,16408.0
1977,7,8,984,15975.0,1.5,23962.5
1978,7,8,984,6800.0,1.23,8364.0
1979,7,8,984,8700.0,0.9,7830.0
1980,7,8,984,10980.0,1.4,15372.0
1981,7,8,984,3990.0,0.96,3830.4
1982,7,8,984,8800.0,0.76,6688.0
1983,7,8,984,4200.0,0.99,4158.0
1984,7,7,984,9910.0,1.18,11693.8
1985,7,7,984,18940.0,0.9,17046.0
1986,7,7,984,9080.0,0.67,6083.6
1987,7,7,984,16020.0,0.8,12816.0
1988,7,7,984,7450.0,0.97,7226.5
1989,7,7,984,7780.0,0.98,7624.4
1990,7,7,984,6980.0,1.0,6980.0
1991,7,7,984,5290.0,0.82,4337.8
1992,7,6,984,3980.0,1.14,4537.2
1993,7,6,984,1960.0,0.68,1332.8
1994,7,6,984,3800.0,1.0,3800.0
1995,7,6,984,3430.0,1.0,3430.0
1996,7,6,984,6200.0,0.94,5828.0
1997,7,6,984,1936.0,0.6,1161.6
1998,7,6,984,5900.0,0.5,2950.0
1999,7,6,984,2197.0,0.42,922.74
2000,3,0,1445,1000.0,1.12,1120.0
2001,3,0,1445,1450.0,1.15,1667.5
2002,3,0,1445,2100.0,1.32,2772.0
2003,3,0,1445,2200.0,1.18,2596.0
2004,3,0,1445,1620.0,1.33,2154.6
2005,3,0,1445,900.0,1.3,1170.0
2006,3,0,1445,4600.0,1.38,6348.0
2007,3,0,1445,4400.0,1.4,6160.0
2008,3,0,1445,7900.0,1.46,11534.0
2009,3,0,1445,4700.0,1.42,6674.0
2010,3,0,1445,7150.0,1.46,10439.0
2011,3,0,1445,5000.0,1.6,8000.0
2012,3,0,1445,7100.0,1.5,10650.0
2013,3,3,1445,140.0,1.21,169.4
2014,3,3,1445,110.0,1.19,130.9
2015,3,3,1445,120.0,1.22,146.4
2016,3,3,1445,1390.0,1.19,1654.1
2017,3,3,1445,610.0,1.4,854.0
2018,3,3,1445,1020.0,1.19,1213.8
2019,3,3,1445,1230.0,1.18,1451.4
2020,3,3,1445,1430.0,1.35,1930.5
2021,3,3,1445,1830.0,1.43,2616.9
2022,3,3,1445,1670.0,1.16,1937.2
2023,3,3,1445,2830.0,1.34,3792.2
2024,3,3,1445,2110.0,1.25,2637.5
2025,3,3,1445,2920.0,1.58,4613.6
2026,3,1,1445,2400.0,7.6,18240.0
2027,3,1,1445,4000.0,9.2,36800.0
2028,3,1,1445,5750.0,10.6,60950.0
2029,3,1,1445,4000.0,8.6,34400.0
2030,3,1,1445,5850.0,9.4,54990.0
2031,3,1,1445,4700.0,9.7,45590.0
2032,3,1,1445,5300.0,8.1,42930.0
2033,3,1,1445,3500.0,9.4,32900.0
2034,3,1,1445,11300.0,7.95,89835.0
2035,3,1,1445,7300.0,10.01,73073.0
2036,3,1,1445,9700.0,10.6,102820.0
2037,3,1,1445,3650.0,8.0,29200.0
2038,3,1,1445,5800.0,10.8,62640.0
2039,3,2,1445,30.0,4.9,147.0
2040,3,2,1445,30.0,4.8,144.0
2041,3,2,1445,200.0,4.92,984.0
2042,3,2,1445,180.0,5.8,1044.0
2043,3,2,1445,30.0,4.8,144.0
2044,3,2,1445,20.0,4.8,96.0
2045,3,2,1445,500.0,7.9,3950.0
2046,3,2,1445,600.0,6.8,4080.0
2047,3,2,1445,860.0,6.8,5848.0
2048,3,2,1445,2550.0,7.8,19890.0
2049,3,2,1445,1700.0,8.9,15130.0
2050,3,2,1445,1700.0,5.0,8500.0
2051,3,2,1445,1750.0,10.3,18025.0
2052,5,0,1029,10019.18,2.48,24847.57
2053,5,0,1029,6813.0,2.86,19485.18
2054,5,0,1029,4113.44,2.5,10283.6
2055,5,0,1029,9950.0,1.45,14427.5
2056,5,0,1029,4126.0,1.84,7591.84
2057,5,0,1029,5050.0,2.05,10352.5
2058,5,0,1029,7005.0,2.16,15130.8
2059,5,0,1029,13596.2,1.59,21617.96
2060,5,0,1029,5690.0,2.1,11949.0
2061,5,0,1029,18101.0,1.7,30771.7
2062,5,0,1029,6117.69,2.1,12847.15
2063,5,0,1029,8215.0,1.21,9940.15
2064,5,0,1029,5804.0,2.26,13117.04
2065,5,3,1029,771.0,1.21,932.91
2066,5,3,1029,593.0,1.23,729.39
2067,5,3,1029,617.0,1.21,746.57
2068,5,3,1029,2120.0,1.22,2586.4
2069,5,3,1029,138.54,1.42,196.73
2070,5,3,1029,46.0,1.27,58.42
2071,5,3,1029,41.0,2.83,116.03
2072,5,3,1029,1.82,0.0,0.0
2073,5,1,1029,8920.1,21.0,187322.1
2074,5,1,1029,9954.8,32.6,324526.48
2075,5,1,1029,4725.4,13.2,62375.28
2076,5,1,1029,9732.0,13.2,128462.4
2077,5,1,1029,5102.0,9.18,46826.16
2078,5,1,1029,4641.0,14.0,64974.0
2079,5,1,1029,9935.36,9.5,94385.92
2080,5,1,1029,15410.0,14.4,221904.0
2081,5,1,1029,6471.0,19.82,128255.22
2082,5,1,1029,31205.0,13.64,425636.2
2083,5,1,1029,3533.2,15.2,53704.64
2084,5,1,1029,7344.0,16.75,123012.0
2085,5,1,1029,5301.0,21.8,115561.8
2086,5,2,1029,450.0,5.8,2610.0
2087,5,2,1029,390.0,4.5,1755.0
2088,5,2,1029,87.0,5.48,476.76
2089,5,2,1029,209.0,5.4,1128.6
2090,5,2,1029,117.0,5.15,602.55
2091,5,2,1029,19.1,4.3,82.13
2092,5,2,1029,821.0,4.32,3546.72
2093,5,2,1029,203.0,5.64,1144.92
2094,5,2,1029,12.2,5.0,61.0
2095,5,2,1029,510.0,8.6,4386.0
2096,2,0,1337,14550.0,2.5,36375.0
2097,2,0,1337,13900.0,2.5,34750.0
2098,2,0,1337,8550.0,2.3,19665.0
2099,2,0,1337,6750.0,2.2,14850.0
2100,2,0,1337,9300.0,2.35,21855.0
2101,2,0,1337,5134.0,2.3,11808.2
2102,2,0,1337,9410.0,2.0,18820.0
2103,2,0,1337,5895.0,2.2,12969.0
2104,2,0,1337,7240.0,2.2,15928.0
2105,2,0,1337,6770.0,2.5,16925.0
2106,2,0,1337,11837.2,2.0,23674.4
2107,2,0,1337,4200.0,2.2,9240.0
2108,2,0,1337,6120.0,2.1,12852.0
2109,2,0,1337,15520.0,1.9,29488.0
2110,2,0,1337,26812.0,1.5,40218.0
2111,2,0,1337,8935.0,1.8,16083.0
2112,2,0,1337,13650.0,2.1,28665.0
2113,2,3,1337,2945.0,3.4,10013.0
2114,2,3,1337,18.0,2.8,50.4
2115,2,3,1337,30.0,2.8,84.0
2116,2,3,1337,135.0,2.8,378.0
2117,2,3,1337,868.0,3.4,2951.2
2118,2,3,1337,1468.0,3.5,5138.0
2119,2,3,1337,34.0,3.4,115.6
2120,2,3,1337,15.0,0.0,0.0
2121,2,3,1337,92.0,2.5,230.0
2122,2,3,1337,1050.0,3.2,3360.0
2123,2,1,1337,13825.0,20.35,281338.75
2124,2,1,1337,14030.0,21.0,294630.0
2125,2,1,1337,11080.0,25.0,277000.0
2126,2,1,1337,6732.0,24.5,164934.0
2127,2,1,1337,10910.0,25.5,278205.0
2128,2,1,1337,4360.0,17.0,74120.0
2129,2,1,1337,10663.0,16.0,170608.0
2130,2,1,1337,7260.0,21.0,152460.0
2131,2,1,1337,8840.0,20.0,176800.0
2132,2,1,1337,8386.0,19.0,159334.0
2133,2,1,1337,11674.0,21.0,245154.0
2134,2,1,1337,7900.0,25.0,197500.0
2135,2,1,1337,12265.0,15.0,183975.0
2136,2,1,1337,18645.0,22.0,410190.0
2137,2,1,1337,17750.0,20.0,355000.0
2138,2,1,1337,11075.0,20.0,221500.0
2139,2,1,1337,10770.0,20.0,215400.0
2140,2,2,1337,820.0,17.0,13940.0
2141,2,2,1337,1250.0,18.0,22500.0
2142,2,2,1337,220.0,16.0,3520.0
2143,2,2,1337,200.0,16.0,3200.0
2144,2,2,1337,139.0,15.0,2085.0
2145,2,2,1337,105.0,16.0,1680.0
2146,2,2,1337,1450.0,16.0,23200.0
2147,2,2,1337,442.0,16.0,7072.0
2148,2,2,1337,465.0,15.0,6975.0
2149,2,2,1337,260.0,15.0,3900.0
2150,2,2,1337,1730.0,15.3,26469.0
2151,2,2,1337,1168.0,15.0,17520.0
2152,2,2,1337,1150.0,18.0,20700.0
2153,2,2,1337,1855.0,15.0,27825.0
2154,2,2,1337,25125.0,18.0,452250.0
2155,2,2,1337,1445.0,16.5,23842.5
2156,2,2,1337,1385.0,19.0,26315.0
2157,4,0,928,1800.0,1.5,2700.0
2158,4,0,928,1693.0,1.6,2708.8
2159,4,0,928,2810.0,2.0,5620.0
2160,4,0,928,730.0,1.9,1387.0
2161,4,0,928,12173.0,2.1,25563.3
2162,4,0,928,2806.0,1.46,4095.36
2163,4,0,928,2124.0,1.46,3092.54
2164,4,0,928,7386.0,2.27,16766.22
2165,4,0,928,3496.0,2.26,7907.95
2166,4,0,928,3309.0,2.26,7478.34
2167,4,0,928,6463.0,1.1,7109.3
2168,4,0,928,2319.0,1.15,2666.85
2169,4,0,928,1682.0,1.22,2052.04
2170,4,0,928,2919.0,1.49,4352.23
2171,4,0,928,2213.0,1.97,4357.4
2172,4,3,928,2100.0,3.5,7350.0
2173,4,3,928,135.0,2.74,369.77
2174,4,3,928,2342.0,5.05,11827.1
2175,4,3,928,497.0,2.68,1333.95
2176,4,3,928,321.0,2.01,645.21
2177,4,3,928,7421.0,3.2,23747.2
2178,4,3,928,2243.0,3.25,7278.54
2179,4,3,928,2199.0,3.32,7300.68
2180,4,3,928,2408.0,3.12,7522.59
2181,4,3,928,1187.0,2.39,2841.68
2182,4,3,928,1220.0,2.8,3416.0
2183,4,3,928,420.0,2.59,1086.29
2184,4,3,928,266.0,2.52,670.32
2185,4,1,928,2500.0,11.5,28750.0
2186,4,1,928,2341.0,13.08,30620.28
2187,4,1,928,2910.0,14.88,43300.8
2188,4,1,928,1290.0,0.0,0.0
2189,4,1,928,13179.0,14.52,191378.85
2190,4,1,928,1847.0,13.25,24469.06
2191,4,1,928,1495.0,15.03,22466.86
2192,4,1,928,9132.0,11.0,100452.0
2193,4,1,928,6894.0,16.84,116096.34
2194,4,1,928,4650.0,15.14,70405.65
2195,4,1,928,32122.0,18.57,596640.45
2196,4,1,928,11441.0,16.67,190767.23
2197,4,1,928,9661.0,16.58,160174.55
2198,4,1,928,4311.0,14.63,63069.93
2199,4,1,928,1396.0,15.34,21414.64
2200,4,2,928,1270.5,10.11,12844.76
2201,4,2,928,41.0,11.68,478.88
2202,4,2,928,1554.5,10.79,16769.95
2203,4,2,928,1271.5,12.68,16122.62
2204,4,2,928,1093.0,12.43,13590.36
2205,4,2,928,9001.0,18.43,165865.93
2206,4,2,928,5811.5,15.4,89497.1
2207,4,2,928,6368.0,15.64,99608.26
2208,4,2,928,840.5,12.86,10808.83
2209,4,2,928,104.0,11.2,1164.28
2210,4,9,928,612.2,1.26,771.37
2211,4,9,928,2460.2,1.14,2812.01
2212,4,9,928,1264.8,1.12,1417.84
2213,0,0,1170,4896.0,1.0,4896.0
2214,0,0,1170,4516.75,1.1,4968.43
2215,0,0,1170,2979.5,1.0,2979.5
2216,0,0,1170,20159.28,1.18,23787.95
2217,0,0,1170,18218.99,1.2,21862.78
2218,0,0,1170,11424.0,1.2,13708.8
2219,0,0,1170,8330.0,1.1,9163.0
2220,0,0,1170,12544.0,1.0,12544.0
2221,0,0,1170,11212.96,1.1,12334.26
2222,0,0,1170,3626.0,1.2,4351.2
2223,0,0,1170,5781.24,1.2,6937.49
2224,0,0,1170,3564.0,1.0,3564.0
2225,0,0,1170,3999.38,1.0,3999.38
2226,0,0,1170,1089.0,1.1,1197.9
2227,0,0,1170,15963.0,1.2,19155.6
2228,0,0,1170,3723.0,1.1,4095.3
2229,0,0,1170,928.6,1.0,928.6
2230,0,0,1170,3596.6,1.0,3596.6
2231,0,0,1170,11226.5,1.2,13471.8
2232,0,0,1170,5814.0,1.0,5814.0
2233,0,0,1170,343.58,1.1,377.93
2234,0,3,1170,373.7,2.52,941.72
2235,0,3,1170,30.3,2.35,71.21
2236,0,3,1170,207.05,2.45,507.27
2237,0,3,1170,2856.0,2.7,7711.2
2238,0,3,1170,80.8,2.5,202.0
2239,0,3,1170,181.8,2.58,469.04
2240,0,3,1170,168.3,2.48,417.38
2241,0,3,1170,373.7,2.95,1102.42
2242,0,3,1170,707.0,3.46,2446.22
2243,0,3,1170,759.9,2.56,1945.34
2244,0,3,1170,408.0,2.95,1203.6
2245,0,3,1170,520.0,3.15,1638.0
2246,0,3,1170,345.0,2.48,855.6
2247,0,3,1170,136.35,2.38,324.51
2248,0,3,1170,316.2,2.54,803.15
2249,0,3,1170,303.0,2.58,781.74
2250,0,3,1170,40.0,2.48,99.2
2251,0,3,1170,1734.0,2.47,4282.98
2252,0,3,1170,360.0,2.58,928.8
2253,0,3,1170,363.6,2.35,854.46
2254,0,3,1170,16.0,2.42,38.72
2255,0,1,1170,6047.5,15.2,91922.0
2256,0,1,1170,5780.0,14.2,82076.0
2257,0,1,1170,3131.0,13.2,41329.2
2258,0,1,1170,3366.0,12.2,41065.2
2259,0,1,1170,11730.0,18.4,215832.0
2260,0,1,1170,6222.0,16.3,101418.6
2261,0,1,1170,6969.0,13.4,93384.6
2262,0,1,1170,5858.0,16.2,94899.6
2263,0,1,1170,10762.5,16.4,176505.0
2264,0,1,1170,5151.4,15.2,78301.34
2265,0,1,1170,6050.0,16.3,98615.0
2266,0,1,1170,5760.0,14.5,83520.0
2267,0,1,1170,5010.0,13.3,66633.0
2268,0,1,1170,5740.0,13.4,76916.0
2269,0,1,1170,8080.0,15.3,123624.0
2270,0,1,1170,6760.0,16.3,110188.0
2271,0,1,1170,323.2,16.2,5235.84
2272,0,1,1170,6565.0,17.3,113574.5
2273,0,1,1170,4640.0,18.0,83520.0
2274,0,1,1170,7150.0,16.3,116545.0
2275,0,1,1170,444.91,12.0,5338.92
2276,0,2,1170,320.0,13.1,4192.0
2277,0,2,1170,795.0,11.1,8824.5
2278,0,2,1170,864.3,11.1,9593.73
2279,0,2,1170,10200.0,15.65,159630.0
2280,0,2,1170,7600.0,14.45,109820.0
2281,0,2,1170,3535.0,13.5,47722.5
2282,0,2,1170,2295.0,13.0,29835.0
2283,0,2,1170,810.0,12.6,10206.0
2284,0,2,1170,456.0,12.1,5517.6
2285,0,2,1170,486.0,14.0,6804.0
2286,0,2,1170,1320.0,11.5,15180.0
2287,0,2,1170,383.8,12.1,4643.98
2288,0,2,1170,693.6,12.1,8392.56
2289,0,2,1170,202.0,10.3,2080.6
2290,0,2,1170,1055.25,14.0,14773.5
2291,0,2,1170,605.0,11.0,6655.0
2292,0,2,1170,424.2,10.1,4284.42
2293,0,2,1170,792.0,11.2,8870.4
2294,0,2,1170,813.05,12.7,10325.74
2295,0,2,1170,277.75,12.1,3360.78
2296,0,2,1170,10.05,10.1,101.51
2297,1,0,823,37975.0,1.75,66456.25
2298,1,0,823,6212.0,1.82,11305.84
2299,1,0,823,14784.0,1.95,28828.8
2300,1,0,823,30000.0,1.8,54000.0
2301,1,0,823,11859.0,1.97,23362.23
2302,1,0,823,5605.0,1.82,10201.1
2303,1,0,823,5872.0,1.85,10863.2
2304,1,0,823,8334.0,1.74,14501.16
2305,1,0,823,35685.0,1.8,64233.0
2306,1,0,823,15780.0,2.01,31717.8
2307,1,0,823,5802.0,1.74,10095.48
2308,1,0,823,5424.0,1.62,8786.88
2309,1,0,823,2871.0,1.72,4938.12
2310,1,0,823,6025.0,1.82,10965.5
2311,1,0,823,26004.0,1.95,50707.8
2312,1,0,823,11384.0,1.82,20718.88
2313,1,0,823,1750.0,2.0,3500.0
2314,1,0,823,3019.0,1.74,5253.06
2315,1,0,823,2266.0,1.9,4305.4
2316,1,3,823,175.0,1.9,332.5
2317,1,3,823,972.0,1.25,1215.0
2318,1,3,823,163.0,2.21,360.23
2319,1,3,823,109.0,2.02,220.18
2320,1,3,823,1792.0,1.63,2920.96
2321,1,3,823,132.0,1.3,171.6
2322,1,3,823,97.0,1.33,129.01
2323,1,3,823,43.0,1.82,78.26
2324,1,3,823,251.0,1.85,464.35
2325,1,3,823,106.0,1.68,178.08
2326,1,1,823,11687.0,12.0,140244.0
2327,1,1,823,15603.0,15.0,234045.0
2328,1,1,823,10533.0,15.89,167369.37
2329,1,1,823,17420.0,14.5,252590.0
2330,1,1,823,8279.0,16.4,135775.6
2331,1,1,823,3455.0,18.69,64573.95
2332,1,1,823,9044.0,17.86,161525.84
2333,1,1,823,19947.0,14.4,287236.8
2334,1,1,823,7486.0,18.2,136245.2
2335,1,1,823,10390.0,17.68,183695.2
2336,1,1,823,4203.0,15.44,64894.32
2337,1,1,823,13511.0,15.37,207664.07
2338,1,1,823,1997.0,15.2,30354.4
2339,1,1,823,4710.0,15.2,71592.0
2340,1,1,823,4527.0,14.3,64736.1
2341,1,1,823,4125.0,18.62,76807.5
2342,1,1,823,19462.0,17.06,332021.72
2343,1,1,823,9525.0,15.8,150495.0
2344,1,1,823,8999.0,13.5,121486.5
2345,1,2,823,398.0,16.7,6646.6
2346,1,2,823,149.0,11.65,1735.85
2347,1,2,823,10181.0,17.15,174604.15
2348,1,2,823,952.0,10.0,9520.0
