,REGION,CROP,TOTAL RAINFALL(MM),AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
6365,4,0,1085,2744.59,1.43,3934.26
6366,4,0,1085,1887.89,1.56,2943.4
6367,4,0,1085,3096.59,1.61,4987.48
6368,4,0,1085,2552.59,1.93,4931.01
6369,4,3,1085,1784.81,3.87,6910.96
6370,4,3,1085,2190.83,4.99,10932.96
6371,4,3,1085,7080.6,6.45,45685.26
6372,4,3,1085,954.16,4.98,4749.17
6373,4,3,1085,748.42,4.27,3192.06
6374,4,3,1085,9792.52,4.08,39905.27
6375,4,3,1085,4937.77,6.59,32530.67
6376,4,3,1085,3878.39,4.82,18698.67
6377,4,3,1085,3821.48,4.49,17175.65
6378,4,3,1085,2461.15,4.53,11152.67
6379,4,3,1085,2748.98,4.56,12535.16
6380,4,3,1085,2176.61,3.69,8021.49
6381,4,3,1085,2118.6,4.39,9303.34
6382,4,3,1085,790.0,5.05,3986.89
6383,4,3,1085,658.68,5.43,3573.8
6384,4,8,1085,85.5,3.74,319.44
6385,4,8,1085,120.5,2.66,320.79
6386,4,8,1085,2365.5,1.23,2920.78
6387,4,8,1085,1100.5,1.47,1617.0
6388,4,1,1085,2661.78,17.93,47720.97
6389,4,1,1085,2341.78,15.38,36010.62
6390,4,1,1085,2891.78,17.0,49165.32
6391,4,1,1085,1291.78,11.59,14967.56
6392,4,1,1085,8011.78,16.28,130429.84
6393,4,1,1085,2481.78,15.97,39631.55
6394,4,1,1085,2031.78,16.58,33695.43
6395,4,1,1085,1434.78,18.49,26532.83
6396,4,1,1085,9781.78,14.49,141762.43
6397,4,1,1085,8341.78,18.3,152676.0
6398,4,1,1085,7169.78,18.26,130946.63
6399,4,1,1085,4581.78,17.34,79470.21
6400,4,1,1085,1401.78,22.56,31627.84
6401,4,1,1085,1762.78,21.11,37216.89
6402,4,1,1085,11741.78,18.93,222260.86
6403,4,1,1085,9701.78,18.14,175957.01
6404,4,1,1085,4581.78,17.13,78475.57
6405,4,1,1085,1331.78,19.25,25632.47
6406,4,2,1085,1629.44,11.42,18611.12
6407,4,2,1085,148.58,10.68,1587.47
6408,4,2,1085,1602.05,9.25,14824.5
6409,4,2,1085,1217.64,13.72,16711.67
6410,4,2,1085,1147.65,12.55,14404.29
6411,4,2,1085,1386.01,12.97,17981.12
6412,4,2,1085,5161.18,20.14,103925.93
6413,4,2,1085,4570.87,18.39,84040.82
6414,4,2,1085,6061.87,17.2,104235.47
6415,4,2,1085,7715.15,17.63,135980.12
6416,4,2,1085,982.33,13.09,12861.11
6417,4,2,1085,336.23,10.48,3523.4
6418,4,5,1085,128.25,7.13,914.73
6419,4,5,1085,118.25,5.99,708.82
6420,4,5,1085,263.25,4.23,1114.45
6421,4,5,1085,2218.25,10.62,23551.41
6422,4,5,1085,1408.25,10.63,14971.7
6423,4,5,1085,2312.25,8.75,20236.38
6424,4,5,1085,458.25,6.05,2770.84
6425,4,5,1085,466.25,6.72,3134.94
6426,4,5,1085,93.25,4.76,443.82
6427,4,5,1085,129.25,4.92,636.08
6428,4,5,1085,488.25,3.85,1881.69
6429,4,5,1085,39.25,7.8,306.15
6430,4,4,1085,284.53,5.09,1448.96
6431,4,4,1085,206.98,5.77,1195.07
6432,4,4,1085,707.7,6.23,4411.44
6433,4,4,1085,3752.99,8.21,30829.5
6434,4,4,1085,1203.99,8.23,9903.83
6435,4,4,1085,2804.73,7.23,20279.51
6436,4,4,1085,315.55,6.71,2116.91
6437,4,4,1085,281.2,6.46,1816.55
6438,4,4,1085,174.86,5.15,900.28
6439,4,4,1085,240.22,5.93,1424.79
6440,4,4,1085,362.07,9.64,3491.08
6441,4,4,1085,65.19,5.92,386.06
6442,4,9,1085,302.79,0.62,189.15
6443,4,9,1085,335.31,0.64,214.1
6444,4,9,1085,1429.63,0.82,1170.18
6445,4,9,1085,1195.27,0.77,924.57
6446,4,6,1085,66.27,1.49,98.99
6447,4,6,1085,50.16,1.44,72.1
6448,4,6,1085,552.22,2.66,1468.98
6449,4,6,1085,389.75,1.28,499.58
6450,4,6,1085,313.63,1.39,436.87
6451,4,6,1085,593.94,1.42,843.05
6452,4,6,1085,217.03,1.44,313.43
6453,2,0,1171,5254.54,2.98,15665.11
6454,2,0,1171,7416.5,3.02,22415.3
6455,2,0,1171,12086.14,3.97,48029.6
6456,2,0,1171,7345.38,2.68,19717.64
6457,2,0,1171,5746.95,2.65,15237.22
6458,2,0,1171,7962.6,2.85,22697.1
6459,2,0,1171,4543.66,2.65,12063.19
6460,2,0,1171,7798.93,2.23,17393.69
6461,2,0,1171,5189.89,2.59,13442.75
6462,2,0,1171,5836.7,2.73,15928.8
6463,2,0,1171,5805.67,2.81,16301.85
6464,2,0,1171,3924.71,2.39,9374.82
6465,2,0,1171,5475.22,2.47,13550.1
6466,2,0,1171,3662.99,2.62,9584.59
6467,2,0,1171,3907.98,2.56,9986.81
6468,2,0,1171,2657.02,2.6,6897.76
6469,2,0,1171,14253.05,2.15,30667.13
6470,2,0,1171,22499.07,2.83,63601.59
6471,2,0,1171,7558.74,2.12,16016.6
6472,2,0,1171,4667.75,2.43,11342.09
6473,2,0,1171,7129.5,2.4,17138.27
6474,2,3,1171,1609.65,3.58,5760.05
6475,2,3,1171,2127.89,3.55,7554.21
6476,2,3,1171,70.0,3.3,231.0
6477,2,3,1171,79.0,3.3,260.7
6478,2,3,1171,171.6,4.0,686.68
6479,2,3,1171,1147.12,3.63,4158.77
6480,2,3,1171,1063.02,4.17,4430.06
6481,2,3,1171,1145.44,4.15,4758.61
6482,2,3,1171,129.0,3.49,450.21
6483,2,3,1171,23.07,0.0,0.0
6484,2,3,1171,93.82,4.65,436.56
6485,2,3,1171,799.52,3.7,2955.37
6486,2,3,1171,1152.37,3.52,4055.1
6487,2,1,1171,6247.49,25.88,161713.41
6488,2,1,1171,8508.08,25.11,213665.55
6489,2,1,1171,15276.89,28.27,431835.14
6490,2,1,1171,11798.57,26.19,309007.45
6491,2,1,1171,7189.79,25.94,186536.19
6492,2,1,1171,11788.76,26.89,316970.9
6493,2,1,1171,5057.29,21.76,110051.0
6494,2,1,1171,11579.25,17.24,199673.21
6495,2,1,1171,8117.05,22.58,183317.14
6496,2,1,1171,8363.91,35.4,296091.93
6497,2,1,1171,9016.31,21.31,192120.24
6498,2,1,1171,5311.41,25.1,133291.82
6499,2,1,1171,7552.81,22.26,168097.82
6500,2,1,1171,8410.58,26.6,223758.41
6501,2,1,1171,6752.09,17.56,118567.73
6502,2,1,1171,5799.93,17.18,99626.34
6503,2,1,1171,18810.66,25.69,483230.16
6504,2,1,1171,20178.73,25.16,507787.66
6505,2,1,1171,11582.36,24.81,287324.38
6506,2,1,1171,4607.14,23.07,106267.1
6507,2,1,1171,7220.9,22.5,162451.42
6508,2,2,1171,426.11,17.55,7478.07
6509,2,2,1171,547.42,17.5,9579.27
6510,2,2,1171,1310.63,18.45,24179.32
6511,2,2,1171,294.7,17.65,5201.77
6512,2,2,1171,275.49,17.09,4709.22
6513,2,2,1171,204.73,16.74,3426.26
6514,2,2,1171,180.47,17.35,3130.44
6515,2,2,1171,1514.83,17.39,26336.34
6516,2,2,1171,539.33,15.76,8501.89
6517,2,2,1171,544.39,15.76,8579.14
6518,2,2,1171,343.22,16.12,5531.47
6519,2,2,1171,760.71,15.53,11816.02
6520,2,2,1171,1054.88,15.62,16480.79
6521,2,2,1171,1311.64,15.39,20180.13
6522,2,2,1171,626.27,18.54,11613.73
6523,2,2,1171,662.66,18.54,12288.58
6524,2,2,1171,2531.77,17.36,43951.4
6525,2,2,1171,26135.79,22.91,598830.94
6526,2,2,1171,1529.99,17.96,27485.82
6527,2,2,1171,633.34,18.54,11744.95
6528,2,2,1171,938.63,18.92,17756.44
6529,2,5,1171,1798.38,9.19,16535.28
6530,2,5,1171,2409.38,9.28,22365.68
6531,2,5,1171,1278.38,7.09,9068.68
6532,2,5,1171,591.38,8.15,4817.46
6533,2,5,1171,315.38,5.8,1829.87
6534,2,5,1171,347.38,8.26,2871.04
6535,2,5,1171,354.38,7.99,2831.15
6536,2,5,1171,862.38,5.43,4685.0
6537,2,5,1171,2288.38,8.41,19244.16
6538,2,5,1171,3588.38,9.76,35032.19
6539,2,5,1171,2755.38,8.6,23690.18
6540,2,5,1171,964.38,8.18,7884.91
6541,2,5,1171,1353.38,8.53,11547.5
6542,2,5,1171,1121.38,7.76,8701.52
6543,2,5,1171,529.38,7.79,4126.3
6544,2,5,1171,505.38,7.71,3897.53
6545,2,5,1171,7628.38,8.77,66938.76
6546,2,5,1171,70.38,7.66,539.25
6547,2,5,1171,66.38,7.83,519.56
6548,2,5,1171,80.38,8.55,686.98
6549,2,5,1171,108.38,8.12,880.0
6550,2,4,1171,3669.85,11.16,40940.89
6551,2,4,1171,5005.33,11.04,55251.71
6552,2,4,1171,9798.91,10.56,103439.38
6553,2,4,1171,7670.23,8.97,68775.66
6554,2,4,1171,1569.49,9.68,15189.66
6555,2,4,1171,1630.2,10.19,16612.38
6556,2,4,1171,831.94,10.93,9089.44
6557,2,4,1171,594.18,9.77,5803.87
6558,2,4,1171,5022.53,11.04,55440.88
6559,2,4,1171,8104.26,8.86,71823.28
6560,2,4,1171,5919.94,10.31,61045.34
6561,2,4,1171,4483.28,10.75,48216.73
6562,2,4,1171,6428.84,10.21,65614.79
6563,2,4,1171,2444.64,10.87,26582.34
6564,2,4,1171,4533.86,9.81,44462.54
6565,2,4,1171,3071.91,9.72,29869.26
6566,2,4,1171,13879.23,11.01,152855.4
6567,2,4,1171,128.79,8.26,1063.13
6568,2,4,1171,903.77,8.73,7887.4
6569,2,4,1171,242.1,10.75,2603.16
6570,2,4,1171,382.73,10.62,4065.77
6571,2,7,1171,659.0,1.86,1225.74
6572,2,7,1171,648.0,1.85,1198.8
6573,2,7,1171,186.0,1.96,364.56
6574,2,7,1171,6486.0,1.6,10377.6
6575,2,6,1171,97.3,1.14,111.1
6576,2,6,1171,38.85,1.26,48.81
6577,2,6,1171,26.38,1.17,30.93
6578,2,6,1171,21.78,0.81,17.6
6579,2,6,1171,16.53,0.0,0.0
6580,2,6,1171,457.8,1.42,649.43
6581,2,6,1171,778.9,1.54,1201.95
6582,2,6,1171,36.23,1.24,45.05
6583,2,6,1171,57.24,1.42,81.13
6584,0,0,790,2464.92,3.06,7541.86
6585,0,0,790,1775.9,1.37,2434.37
6586,0,0,790,3732.35,1.53,5715.72
6587,0,0,790,2274.56,3.1,7052.93
6588,0,0,790,16780.24,1.65,27707.63
6589,0,0,790,9044.09,1.54,13906.64
6590,0,0,790,5545.01,1.65,9139.96
6591,0,0,790,4327.68,2.35,10153.8
6592,0,0,790,1939.3,1.65,3204.56
6593,0,0,790,4269.12,1.5,6409.74
6594,0,0,790,2509.56,1.65,4153.02
6595,0,0,790,8078.4,1.43,11563.87
6596,0,0,790,7816.14,1.4,10955.76
6597,0,0,790,2781.36,1.83,5093.37
6598,0,0,790,4319.51,1.81,7816.76
6599,0,0,790,2753.85,1.37,3779.74
6600,0,0,790,1294.0,1.6,2065.31
6601,0,0,790,1654.98,1.37,2269.27
6602,0,0,790,626.51,1.45,910.2
6603,0,0,790,6995.87,1.65,11517.84
6604,0,0,790,10518.32,1.53,16087.43
6605,0,0,790,2999.76,1.4,4205.54
6606,0,0,790,672.95,1.53,1028.32
6607,0,0,790,2785.71,1.35,3763.25
6608,0,0,790,9713.21,1.66,16146.73
6609,0,0,790,4364.71,1.42,6178.77
6610,0,0,790,218.01,1.76,383.63
6611,0,3,790,98.46,2.49,245.24
6612,0,3,790,405.27,2.63,1066.83
6613,0,3,790,37.71,2.41,90.9
6614,0,3,790,57.12,1.99,113.47
6615,0,3,790,3619.83,2.52,9136.97
6616,0,3,790,47.41,2.42,114.83
6617,0,3,790,77.84,2.63,204.95
6618,0,3,790,163.97,2.08,340.6
6619,0,3,790,104.53,2.48,258.86
6620,0,3,790,112.41,2.38,267.76
6621,0,3,790,190.25,2.73,519.35
6622,0,3,790,495.24,3.23,1598.15
6623,0,3,790,945.59,3.24,3066.69
6624,0,3,790,1007.66,2.49,2504.14
6625,0,3,790,600.78,2.93,1763.09
6626,0,3,790,688.12,3.05,2101.52
6627,0,3,790,195.81,2.4,469.66
6628,0,3,790,275.87,2.31,636.64
6629,0,3,790,115.44,2.3,265.28
6630,0,3,790,195.81,2.63,515.2
6631,0,3,790,314.79,2.63,828.54
6632,0,3,790,411.84,2.42,997.27
6633,0,3,790,59.54,2.37,141.11
6634,0,3,790,2283.62,2.33,5310.4
6635,0,3,790,518.29,2.9,1504.74
6636,0,3,790,470.07,2.08,979.76
6637,0,3,790,77.74,2.64,205.04
6638,0,1,790,4151.0,29.19,121147.0
6639,0,1,790,2094.0,22.22,46528.0
6640,0,1,790,6905.0,17.83,123142.0
6641,0,1,790,3568.0,27.89,99527.0
6642,0,1,790,3292.0,18.96,62418.0
6643,0,1,790,6851.0,24.12,165241.0
6644,0,1,790,5089.0,25.6,130257.0
6645,0,1,790,3566.0,42.35,151029.0
6646,0,1,790,1492.0,23.85,35581.0
6647,0,1,790,4226.0,20.57,86925.0
6648,0,1,790,3810.0,22.23,84712.0
6649,0,1,790,7310.0,18.66,136428.0
6650,0,1,790,11924.0,21.19,252694.0
6651,0,1,790,5118.0,21.85,111852.0
6652,0,1,790,6389.0,23.05,147265.0
6653,0,1,790,6250.0,19.56,122253.0
6654,0,1,790,2200.0,20.36,44795.0
6655,0,1,790,3169.0,20.4,64635.0
6656,0,1,790,4483.0,19.49,87368.0
6657,0,1,790,4382.0,22.93,100486.0
6658,0,1,790,6971.0,17.48,121853.0
6659,0,1,790,7191.0,20.71,148945.0
6660,0,1,790,337.0,22.76,7670.0
6661,0,1,790,6787.0,21.74,147568.0
6662,0,1,790,4824.0,22.65,109249.0
6663,0,1,790,6949.0,22.47,156164.0
6664,0,1,790,397.0,17.11,6793.0
6665,0,2,790,500.0,11.64,5818.0
6666,0,2,790,186.0,14.59,2714.0
6667,0,2,790,803.0,12.43,9985.0
6668,0,2,790,509.0,12.41,6319.0
6669,0,2,790,10054.0,18.23,183307.0
6670,0,2,790,5387.0,17.85,96151.0
6671,0,2,790,2309.0,17.36,40078.0
6672,0,2,790,2167.0,16.52,35792.0
6673,0,2,790,759.0,15.72,11935.0
6674,0,2,790,1216.0,16.57,20147.0
6675,0,2,790,860.0,15.07,12963.0
6676,0,2,790,751.0,11.21,8416.0
6677,0,2,790,420.0,14.75,6195.0
6678,0,2,790,458.0,16.9,7741.0
6679,0,2,790,1241.0,13.34,16555.0
6680,0,2,790,374.0,14.43,5398.0
6681,0,2,790,330.0,14.52,4793.0
6682,0,2,790,354.0,14.81,5241.0
6683,0,2,790,198.0,11.42,2262.0
6684,0,2,790,275.0,16.31,4486.0
6685,0,2,790,876.0,16.81,14729.0
6686,0,2,790,614.0,12.54,7698.0
6687,0,2,790,425.0,12.82,5447.0
6688,0,2,790,761.0,13.78,10489.0
6689,0,2,790,870.0,14.57,12678.0
6690,0,2,790,260.0,12.36,3213.0
6691,0,2,790,6.0,13.17,79.0
6692,0,5,790,1200.0,7.32,8789.0
6693,0,5,790,1498.0,5.53,8291.0
6694,0,5,790,1307.0,6.62,8654.0
6695,0,5,790,1284.0,6.82,8755.0
6696,0,5,790,29.0,4.52,131.0
6697,0,5,790,805.0,5.76,4635.0
6698,0,5,790,1309.0,6.11,8001.0
6699,0,5,790,552.0,6.34,3498.0
6700,0,5,790,1384.0,5.62,7775.0
6701,0,5,790,2239.0,5.99,13419.0
6702,0,5,790,2422.0,6.04,14628.0
6703,0,5,790,6413.0,5.64,36174.0
6704,0,5,790,9596.0,6.27,60140.0
6705,0,5,790,6528.0,5.27,34400.0
6706,0,5,790,5292.0,4.71,24929.0
6707,0,5,790,2502.0,4.79,11993.0
6708,0,5,790,438.0,5.48,2402.0
6709,0,5,790,549.0,6.03,3309.0
6710,0,5,790,1775.0,6.74,11964.0
6711,0,5,790,877.0,6.89,6042.0
6712,0,5,790,934.0,4.24,3961.0
6713,0,5,790,1097.0,5.14,5638.0
6714,0,5,790,432.0,4.68,2020.0
6715,0,5,790,2330.0,6.55,15267.0
6716,0,5,790,1154.0,6.69,7725.0
6717,0,5,790,7974.0,5.43,43291.0
6718,0,5,790,8.0,4.13,33.0
6719,0,4,790,3318.0,12.37,41028.0
6720,0,4,790,4351.0,13.29,57821.0
6721,0,4,790,5007.0,11.01,55107.0
6722,0,4,790,3492.0,11.2,39124.0
6723,0,4,790,915.0,10.89,9962.0
6724,0,4,790,1560.0,11.84,18472.0
6725,0,4,790,2499.0,14.03,35049.0
6726,0,4,790,1300.0,13.17,17125.0
6727,0,4,790,1475.0,12.82,18908.0
6728,0,4,790,2463.0,11.78,29007.0
6729,0,4,790,2185.0,12.06,26345.0
6730,0,4,790,7200.0,13.47,97002.0
6731,0,4,790,8098.0,12.65,102458.0
6732,0,4,790,8700.0,11.44,99521.0
6733,0,4,790,4582.0,11.79,54021.0
6734,0,4,790,3479.0,12.16,42290.0
6735,0,4,790,1704.0,13.69,23325.0
6736,0,4,790,1202.0,12.39,14897.0
6737,0,4,790,1623.0,11.76,19080.0
6738,0,4,790,2352.0,13.85,32573.0
6739,0,4,790,4204.0,14.05,59070.0
6740,0,4,790,4409.0,13.15,57962.0
6741,0,4,790,941.0,11.92,11215.0
6742,0,4,790,2995.0,11.36,34010.0
6743,0,4,790,10754.0,12.8,137700.0
6744,0,4,790,7254.0,14.69,106592.0
6745,0,4,790,900.0,11.61,10453.0
6746,0,7,790,3775.5,1.59,5986.0
6747,0,7,790,315.0,1.67,525.0
6748,0,7,790,179.0,1.34,240.0
6749,0,7,790,60.0,1.4,84.0
6750,0,7,790,57.0,1.42,81.0
6751,0,7,790,35.0,1.54,54.0
6752,0,7,790,19.0,1.63,31.0
6753,0,7,790,12.5,2.08,26.0
6754,0,7,790,167.0,1.41,236.0
6755,0,7,790,487.0,1.52,739.0
6756,0,6,790,5572.0,0.58,3242.0
6757,0,6,790,528.0,1.06,559.0
6758,0,6,790,352.0,1.0,353.0
6759,0,6,790,17.0,1.06,18.0
6760,0,6,790,70.0,1.09,76.0
6761,0,6,790,38.0,0.0,0.0
6762,0,6,790,32.0,0.0,0.0
6763,0,6,790,95.0,1.05,100.0
6764,0,6,790,24.0,1.21,29.0
6765,0,6,790,62.0,0.34,21.0
6766,0,6,790,180.0,0.79,142.0
6767,0,6,790,260.0,1.13,295.0
6768,0,6,790,55.0,1.24,68.0
6769,1,0,852,14524.0,1.66,24083.5
6770,1,0,852,20654.0,1.79,36982.12
6771,1,0,852,4506.0,1.88,8483.93
6772,1,0,852,11076.0,2.52,27952.13
6773,1,0,852,17452.0,1.75,30599.7
6774,1,0,852,11698.0,2.0,23414.37
6775,1,0,852,12875.0,1.75,22565.94
6776,1,0,852,5142.0,1.84,9446.07
6777,1,0,852,5324.0,1.88,10010.23
6778,1,0,852,8235.0,1.75,14372.96
6779,1,0,852,15133.0,1.83,27733.46
6780,1,0,852,19028.0,1.71,32523.08
6781,1,0,852,9677.0,2.62,25372.74
6782,1,0,852,5148.0,1.78,9152.25
6783,1,0,852,3282.0,2.54,8344.06
6784,1,0,852,2561.0,1.87,4790.33
6785,1,0,852,6025.0,1.72,10355.73
6786,1,0,852,25193.0,1.91,48206.64
6787,1,0,852,9282.0,2.06,19150.45
6788,1,0,852,1750.0,1.91,3341.93
6789,1,0,852,2695.0,1.79,4820.07
6790,1,0,852,1782.0,2.21,3939.31
6791,1,3,852,400.0,1.68,671.71
6792,1,3,852,996.0,1.27,1260.65
6793,1,3,852,152.0,2.64,401.79
6794,1,3,852,110.0,2.53,278.53
6795,1,3,852,1864.0,1.81,3367.89
6796,1,3,852,125.0,1.52,189.6
6797,1,3,852,106.0,1.44,152.62
6798,1,3,852,70.0,1.33,93.31
6799,1,3,852,264.0,2.07,545.58
6800,1,3,852,158.0,1.43,225.33
6801,1,8,852,83.0,1.24,103.0
6802,1,8,852,33.0,0.91,30.0
6803,1,8,852,37.0,1.08,40.0
6804,1,8,852,135.0,1.01,137.0
6805,1,8,852,100.0,1.83,183.0
6806,1,8,852,112.0,1.18,132.0
6807,1,1,852,4724.0,18.79,88787.4
6808,1,1,852,6574.0,17.56,115423.62
6809,1,1,852,12458.0,22.81,284119.67
6810,1,1,852,9543.0,24.19,230847.24
6811,1,1,852,9600.0,19.88,190892.91
6812,1,1,852,6611.0,33.58,221968.5
6813,1,1,852,8065.0,22.57,182014.17
6814,1,1,852,3529.0,20.13,71029.92
6815,1,1,852,9454.0,23.95,226407.87
6816,1,1,852,18365.0,21.76,399543.29
6817,1,1,852,3602.0,22.18,79908.66
6818,1,1,852,3910.0,27.25,106544.88
6819,1,1,852,6198.0,28.65,177574.8
6820,1,1,852,4365.0,22.37,97666.14
6821,1,1,852,11015.0,26.6,292998.41
6822,1,1,852,1912.0,23.22,44393.7
6823,1,1,852,4710.0,21.68,102105.51
6824,1,1,852,4586.0,20.33,93226.77
6825,1,1,852,4025.0,27.57,110984.25
6826,1,1,852,19760.0,23.37,461694.47
6827,1,1,852,9356.0,19.93,186453.54
6828,1,1,852,9005.0,17.75,159817.32
6829,1,2,852,401.0,18.09,7254.0
6830,1,2,852,249.0,18.4,4581.0
6831,1,2,852,138.0,13.46,1857.0
6832,1,2,852,11816.0,16.47,194585.0
6833,1,2,852,665.0,10.24,6811.0
6834,1,2,852,589.0,9.12,5374.0
6835,1,2,852,1321.0,13.37,17664.0
6836,1,2,852,308.0,15.02,4627.0
6837,1,2,852,621.0,15.98,9922.0
6838,1,2,852,22542.0,17.75,400212.0
6839,1,2,852,7065.0,19.73,139364.0
6840,1,2,852,6391.0,20.54,131290.0
6841,1,2,852,14630.0,18.25,266954.0
6842,1,2,852,95.0,15.01,1426.0
6843,1,2,852,105.0,16.54,1737.0
6844,1,2,852,8310.0,16.28,135327.0
6845,1,2,852,12014.0,16.61,199548.0
6846,1,2,852,8657.0,19.35,167512.0
6847,1,2,852,9045.0,21.68,196078.0
6848,1,2,852,12980.0,15.19,197133.0
6849,1,2,852,13987.0,17.65,246880.0
6850,1,2,852,8765.0,17.96,157437.89
6851,1,5,852,474.0,6.54,3100.0
6852,1,5,852,1088.0,4.09,4451.0
6853,1,5,852,14920.0,7.41,110531.0
6854,1,5,852,3190.0,5.97,19051.0
6855,1,5,852,1658.0,3.93,6521.0
6856,1,5,852,4691.0,7.83,36725.0
6857,1,5,852,1798.0,6.41,11526.0
6858,1,5,852,2580.0,6.46,16655.0
6859,1,5,852,304.0,4.45,1354.0
6860,1,5,852,357.0,4.56,1628.0
6861,1,5,852,1584.0,5.57,8828.0
6862,1,5,852,4389.0,8.26,36254.0
6863,1,5,852,10965.0,7.25,79546.0
6864,1,5,852,981.0,7.01,6877.0
6865,1,5,852,2520.0,0.0,0.0
6866,1,5,852,236.0,5.85,1380.0
6867,1,5,852,385.0,6.12,2358.0
6868,1,4,852,2987.0,11.85,35400.0
6869,1,4,852,3541.0,12.4,43900.0
6870,1,4,852,18083.0,18.14,328010.0
6871,1,4,852,986.0,8.69,8564.0
6872,1,4,852,3090.0,11.58,35784.0
6873,1,4,852,1998.0,10.77,21510.0
6874,1,4,852,3461.0,11.71,40521.0
6875,1,4,852,4358.0,14.1,61451.0
6876,1,4,852,4664.0,13.06,60893.0
6877,1,4,852,520.0,7.73,4021.0
6878,1,4,852,4839.0,7.68,37180.0
6879,1,4,852,3729.0,0.0,0.0
6880,1,4,852,4198.0,0.0,0.0
6881,1,4,852,13504.0,19.86,268165.0
6882,1,4,852,572.0,9.7,5547.0
6883,1,4,852,1286.0,9.89,12720.0
6884,1,4,852,46.0,8.26,380.0
6885,1,4,852,53.0,9.43,500.0
6886,1,4,852,15.0,1.0,15.0
6887,1,4,852,165.0,2.42,400.0
6888,1,7,852,657.0,0.78,510.0
6889,1,7,852,2780.0,1.01,2808.0
6890,1,7,852,2020.0,0.81,1645.0
6891,1,7,852,148.0,1.14,169.0
6892,1,7,852,2576.0,1.24,3207.0
6893,1,7,852,1215.0,1.74,2113.0
6894,1,7,852,2140.0,1.29,2767.0
6895,1,7,852,600.0,0.88,528.0
6896,1,6,852,2097.0,0.93,1943.0
6897,1,6,852,2610.0,0.95,2476.0
6898,1,6,852,611.0,1.32,807.0
6899,1,6,852,800.0,1.38,1104.0
6900,1,6,852,441.0,1.47,647.0
6901,1,6,852,455.0,1.13,515.0
6902,7,0,503,4070.0,1.18,4791.0
6903,7,0,503,705.0,1.6,1128.0
6904,7,0,503,1840.0,1.2,2208.0
6905,7,0,503,1540.0,1.3,2002.0
6906,7,0,503,1585.0,1.9,3011.5
6907,7,0,503,3150.0,1.89,5947.0
6908,7,0,503,4842.0,1.4,6774.0
6909,7,0,503,4490.0,1.23,5542.0
6910,7,0,503,7258.0,1.46,10612.8
6911,7,0,503,870.0,1.51,1314.0
6912,7,0,503,10750.0,1.33,14275.0
6913,7,0,503,2740.0,1.74,4778.0
6914,7,3,503,9004.0,2.11,19008.0
6915,7,3,503,860.0,4.23,3634.0
6916,7,3,503,4320.0,3.72,16054.0
6917,7,3,503,1358.0,5.48,7436.0
6918,7,3,503,2900.0,2.89,8380.0
6919,7,3,503,2807.0,2.67,7503.8
6920,7,3,503,2610.0,3.0,7838.0
6921,7,3,503,2478.0,2.23,5533.0
6922,7,3,503,6540.0,3.26,21342.0
6923,7,3,503,2590.0,3.72,9622.0
6924,7,3,503,5492.0,2.27,12484.0
6925,7,3,503,2880.0,1.89,5447.0
6926,7,9,503,4220.0,0.97,4096.0
6927,7,9,503,825.0,1.0,825.0
6928,7,9,503,1830.0,1.02,1872.0
6929,7,9,503,1040.0,1.4,1452.0
6930,7,9,503,2100.0,1.25,2615.0
6931,7,9,503,2232.0,1.43,3182.4
6932,7,9,503,2113.0,1.0,2115.0
6933,7,9,503,2410.0,1.8,4330.0
6934,7,9,503,9500.0,1.07,10131.0
6935,7,9,503,4420.0,0.83,3674.0
6936,7,9,503,6401.0,0.88,5604.5
6937,7,9,503,3431.0,0.71,2426.4
6938,7,8,503,2469.2,1.16,2870.3
6939,7,8,503,3703.8,1.91,7086.14
6940,7,8,503,4980.0,0.88,4380.0
6941,7,8,503,3300.0,0.84,2770.0
6942,7,8,503,4420.0,1.01,4462.0
6943,7,8,503,2821.0,0.86,2427.1
6944,7,8,503,2905.0,0.73,2106.5
6945,7,8,503,2810.0,0.74,2082.0
6946,7,8,503,10800.0,0.93,10020.0
6947,7,8,503,4788.0,0.69,3280.0
6948,7,8,503,7205.0,0.75,5421.8
6949,7,8,503,4805.0,0.68,3266.0
6950,7,7,503,6470.0,0.94,6111.0
6951,7,7,503,750.0,1.33,997.0
6952,7,7,503,5360.0,0.76,4060.0
6953,7,7,503,4295.0,0.71,3028.0
6954,7,7,503,4535.0,0.95,4288.5
6955,7,7,503,1885.0,1.22,2298.5
6956,7,7,503,2515.0,1.35,3389.0
6957,7,7,503,2912.0,1.11,3218.0
6958,7,7,503,9410.0,0.67,6349.0
6959,7,7,503,6507.0,0.47,3056.5
6960,7,7,503,6348.0,0.34,2188.0
6961,7,7,503,3085.0,0.71,2192.5
6962,7,6,503,1360.0,0.73,986.0
6963,7,6,503,243.0,0.9,218.7
6964,7,6,503,1073.0,0.54,583.0
6965,7,6,503,424.0,1.07,454.0
6966,7,6,503,554.0,0.8,443.2
6967,7,6,503,400.0,3.85,1540.0
6968,7,6,503,940.0,1.04,980.0
6969,7,6,503,850.0,1.21,1025.0
6970,7,6,503,3010.0,0.57,1718.0
6971,7,6,503,816.0,1.21,983.6
6972,7,6,503,4003.0,0.62,2480.5
6973,7,6,503,1030.0,0.93,958.5
6974,7,9,503,290.0,0.7,203.0
6975,7,9,503,180.0,0.9,162.0
6976,7,9,503,345.0,1.0,345.0
